X,Y,"0,0","4,3","1,2","menos 2, menos 2","menos 2,3",T
2.617109288,-0.58530429,0,0,0,0,0,0
-2.179414878,-1.141713537,0,0,0,1,0,1
-2.771388175,-4.048164935,0,0,0,0,0,0
-3.480280206,3.281009087,0,0,0,0,1,1
5.016967289,-1.070533408,0,0,0,0,0,0
4.267205314,0.452575907,0,0,0,0,0,0
1.062040089,2.617754333,0,0,1,0,0,1
0.75602361,2.550858915,0,0,1,0,0,1
1.494646485,-4.953792875,0,0,0,0,0,0
3.863005825,0.781974948,0,0,0,0,0,0
-3.142779936,2.614365928,0,0,0,0,1,1
5.046935333,4.672167032,0,0,0,0,0,0
-3.687263599,0.733722442,0,0,0,0,0,0
4.187264949,3.145915219,0,1,0,0,0,1
-4.216896273,-3.856733903,0,0,0,0,0,0
-2.742026752,3.55621926,0,0,0,0,1,1
-3.292596968,-1.491914383,0,0,0,1,0,1
-3.492795473,5.794339789,0,0,0,0,0,0
-1.038802536,4.343166619,0,0,0,0,1,1
3.723414733,4.782465387,0,0,0,0,0,0
-4.463250275,4.549150596,0,0,0,0,0,0
5.310309777,-3.211907708,0,0,0,0,0,0
-2.54332188,1.391579361,0,0,0,0,1,1
2.651390259,-2.959175625,0,0,0,0,0,0
-4.951637911,-3.693984262,0,0,0,0,0,0
-1.354919689,3.348525275,0,0,0,0,1,1
-1.727541759,-1.009612302,0,0,0,1,0,1
5.975360447,-4.223269963,0,0,0,0,0,0
2.683060344,0.303116041,0,0,0,0,0,0
4.691679356,-4.002057047,0,0,0,0,0,0
-4.313089477,5.95660287,0,0,0,0,0,0
4.841910402,-1.815575935,0,0,0,0,0,0
1.917718876,0.362144437,0,0,0,0,0,0
-0.287977151,5.152994982,0,0,0,0,0,0
4.738578077,-4.19677212,0,0,0,0,0,0
-0.398506237,-0.302590326,1,0,0,0,0,1
-2.83279255,-3.422682029,0,0,0,1,0,1
-1.850951978,-0.02398339,0,0,0,0,0,0
-3.884199406,-3.346015734,0,0,0,0,0,0
0.417659381,3.183185718,0,0,1,0,0,1
2.189232928,-3.649860514,0,0,0,0,0,0
-3.258491149,5.47966214,0,0,0,0,0,0
5.833021725,0.634602115,0,0,0,0,0,0
3.035501287,-1.173207707,0,0,0,0,0,0
-1.881543632,4.195676824,0,0,0,0,1,1
-2.734405511,4.865207512,0,0,0,0,0,0
3.76854492,2.187329195,0,1,0,0,0,1
-0.287076281,3.90248635,0,0,0,0,1,1
4.382601242,3.307185616,0,1,0,0,0,1
-1.22260831,-1.08295601,0,0,0,1,0,1
5.53999064,-0.583609975,0,0,0,0,0,0
-2.135699185,1.095371037,0,0,0,0,1,1
3.561481046,-3.556109011,0,0,0,0,0,0
3.679340384,-3.722379298,0,0,0,0,0,0
-4.299789648,-2.165476329,0,0,0,0,0,0
2.91506401,-4.513820209,0,0,0,0,0,0
-0.103999001,3.303127299,0,0,0,0,1,1
-4.959473305,-3.403227977,0,0,0,0,0,0
-1.243862553,5.799462001,0,0,0,0,0,0
4.731140736,2.452251549,0,1,0,0,0,1
0.76997862,-1.506766134,0,0,0,0,0,0
3.603721521,5.753206403,0,0,0,0,0,0
3.543974053,4.533063363,0,0,0,0,0,0
2.759576842,2.940440326,0,1,0,0,0,1
3.161754612,2.520311417,0,1,0,0,0,1
-1.52077909,-2.804390193,0,0,0,1,0,1
-3.735493448,-2.772031982,0,0,0,0,0,0
3.267105124,2.197869731,0,1,0,0,0,1
4.063968689,-2.844332206,0,0,0,0,0,0
3.514485864,-0.613202,0,0,0,0,0,0
2.415347932,-0.477057362,0,0,0,0,0,0
-2.610244435,3.437381679,0,0,0,0,1,1
4.375222883,-1.329767538,0,0,0,0,0,0
-1.419975965,1.746062554,0,0,0,0,1,1
1.193780189,-3.420839544,0,0,0,0,0,0
3.803036677,-0.938214501,0,0,0,0,0,0
-1.281470235,4.339301365,0,0,0,0,1,1
-3.330681649,-4.35909581,0,0,0,0,0,0
-3.927060092,1.277979161,0,0,0,0,0,0
5.66473461,-0.828823879,0,0,0,0,0,0
1.157600044,-2.688983942,0,0,0,0,0,0
-3.948961972,1.92760748,0,0,0,0,0,0
2.466605139,0.368522507,0,0,0,0,0,0
-4.90031782,1.973531088,0,0,0,0,0,0
2.143135202,4.104504144,0,0,0,0,0,0
3.177623431,-4.520520957,0,0,0,0,0,0
-4.091044912,-4.184194527,0,0,0,0,0,0
0.777737845,2.938470348,0,0,1,0,0,1
-4.293341791,-1.383389545,0,0,0,0,0,0
3.400526982,-3.97423575,0,0,0,0,0,0
-4.196023061,0.461694633,0,0,0,0,0,0
2.675835561,0.954540484,0,0,0,0,0,0
-2.029788384,1.011545662,0,0,0,0,1,1
5.400410912,-3.104436244,0,0,0,0,0,0
4.470608038,-2.470264205,0,0,0,0,0,0
-1.171743708,-1.972402577,0,0,0,1,0,1
2.197558689,2.282748724,0,0,1,0,0,1
-2.903825916,1.04524098,0,0,0,0,0,0
4.769728603,-3.918649064,0,0,0,0,0,0
4.2702143,2.79863663,0,1,0,0,0,1
5.698316486,-0.403168667,0,0,0,0,0,0
-1.851738419,-1.733407534,0,0,0,1,0,1
3.427939523,-4.622259114,0,0,0,0,0,0
-4.790729892,4.327788563,0,0,0,0,0,0
0.224814158,5.083791457,0,0,0,0,0,0
-1.123281541,4.993170222,0,0,0,0,0,0
-4.465068518,3.270099181,0,0,0,0,0,0
-2.329126649,-2.85498091,0,0,0,1,0,1
-2.835274759,-1.604904913,0,0,0,1,0,1
-2.965699796,-1.652171802,0,0,0,1,0,1
-4.298975016,3.443137272,0,0,0,0,0,0
-3.960854676,1.447043399,0,0,0,0,0,0
0.79971745,2.459292716,0,0,1,0,0,1
4.932348687,4.050006806,0,0,0,0,0,0
-3.448171129,-0.432016847,0,0,0,0,0,0
2.182271471,-1.850646696,0,0,0,0,0,0
-4.925114548,-0.881087887,0,0,0,0,0,0
-3.023087433,-1.389884605,0,0,0,1,0,1
0.264352549,0.914670148,1,0,1,0,0,1
-1.606353293,0.125563535,0,0,0,0,0,0
-1.228328609,-0.373869618,0,0,0,0,0,0
-4.827627595,-3.230296416,0,0,0,0,0,0
1.179143924,-1.246873627,0,0,0,0,0,0
-1.446175295,-1.850196666,0,0,0,1,0,1
-4.21912564,4.416042183,0,0,0,0,0,0
4.942146657,2.119891386,0,0,0,0,0,0
1.599994699,1.939080454,0,0,1,0,0,1
-4.91347286,2.483443578,0,0,0,0,0,0
-3.372127496,-4.284756225,0,0,0,0,0,0
0.022484929,-2.914708254,0,0,0,0,0,0
4.146391324,2.964577229,0,1,0,0,0,1
5.260156025,-0.443076308,0,0,0,0,0,0
4.032994176,2.691508598,0,1,0,0,0,1
4.515493885,-2.987690229,0,0,0,0,0,0
-4.394756949,2.585518017,0,0,0,0,0,0
4.554376519,-0.466962831,0,0,0,0,0,0
3.564819549,-1.237193343,0,0,0,0,0,0
1.806908472,5.726739974,0,0,0,0,0,0
-4.265093255,-2.118873855,0,0,0,0,0,0
2.269720476,0.254648393,0,0,0,0,0,0
-4.628507096,3.119332859,0,0,0,0,0,0
1.660931778,3.661614865,0,0,0,0,0,0
2.765650456,1.422869686,0,0,0,0,0,0
0.390098995,-3.53429298,0,0,0,0,0,0
1.647458054,-3.980045209,0,0,0,0,0,0
-4.662225333,-3.348832241,0,0,0,0,0,0
-3.308371667,-4.545637377,0,0,0,0,0,0
-4.306306222,-3.346808306,0,0,0,0,0,0
-1.74658342,0.222335657,0,0,0,0,0,0
4.446344888,1.591234042,0,0,0,0,0,0
1.018599169,5.329926563,0,0,0,0,0,0
-4.329463804,-3.351827173,0,0,0,0,0,0
4.249566916,4.881310691,0,0,0,0,0,0
0.15709496,-2.156913328,0,0,0,0,0,0
-3.938557627,-1.742800948,0,0,0,0,0,0
0.29605171,0.354175237,1,0,0,0,0,1
-4.926762496,-0.78424485,0,0,0,0,0,0
-1.946472729,4.555841797,0,0,0,0,1,1
-2.987695087,5.400988079,0,0,0,0,0,0
1.216908457,2.615271512,0,0,1,0,0,1
-3.082465623,-2.555104904,0,0,0,1,0,1
5.721612336,4.176135723,0,0,0,0,0,0
-1.522317074,1.245381602,0,0,0,0,1,1
2.706993795,-2.286506103,0,0,0,0,0,0
-3.238989783,-2.521465298,0,0,0,1,0,1
-0.440365041,2.480205124,0,0,0,0,1,1
5.960909607,5.0196952,0,0,0,0,0,0
-2.970000491,-3.682527835,0,0,0,0,0,0
0.543206614,3.354303395,0,0,1,0,0,1
2.806065039,-2.258907143,0,0,0,0,0,0
-4.359805267,-3.989611722,0,0,0,0,0,0
-2.771084022,2.333623421,0,0,0,0,1,1
5.874101861,-4.482473012,0,0,0,0,0,0
-1.248891461,-3.476971467,0,0,0,1,0,1
5.910823476,3.265477698,0,0,0,0,0,0
4.312840975,1.658020183,0,0,0,0,0,0
-2.841443402,-3.995914179,0,0,0,0,0,0
-2.089794375,2.595846279,0,0,0,0,1,1
1.102504745,-0.746490526,0,0,0,0,0,0
-3.116426022,-4.318259748,0,0,0,0,0,0
0.126461672,-1.061964104,0,0,0,0,0,0
-1.430619778,-1.961676656,0,0,0,1,0,1
0.634130099,-0.595791241,1,0,0,0,0,1
3.971501737,0.295624686,0,0,0,0,0,0
1.102459867,-0.127506794,0,0,0,0,0,0
4.722738995,-2.616440894,0,0,0,0,0,0
1.556394554,0.314902246,0,0,0,0,0,0
-3.26810419,-2.064052769,0,0,0,1,0,1
4.09983603,4.140151763,0,1,0,0,0,1
-2.992044869,1.821388138,0,0,0,0,1,1
-4.716174449,1.89900325,0,0,0,0,0,0
2.985161711,5.225306077,0,0,0,0,0,0
3.875017765,3.591643591,0,1,0,0,0,1
4.006782822,0.707000485,0,0,0,0,0,0
-0.877788655,-2.791991626,0,0,0,1,0,1
-2.683062515,5.694501464,0,0,0,0,0,0
0.988842797,1.136827089,0,0,1,0,0,1
0.828806743,-3.24950851,0,0,0,0,0,0
3.568891192,0.087514263,0,0,0,0,0,0
4.182384431,-2.595616835,0,0,0,0,0,0
5.969140266,-4.136086422,0,0,0,0,0,0
-0.623646978,2.162406126,0,0,0,0,1,1
-2.62917355,0.076683988,0,0,0,0,0,0
-4.002453126,4.54799048,0,0,0,0,0,0
-4.93328366,-0.852563381,0,0,0,0,0,0
1.977777912,-2.761888536,0,0,0,0,0,0
-1.462783777,5.678460979,0,0,0,0,0,0
-4.568110933,2.944014863,0,0,0,0,0,0
2.849778263,-4.877092696,0,0,0,0,0,0
5.506025748,5.694419607,0,0,0,0,0,0
3.78657586,1.921518303,0,1,0,0,0,1
-1.938296196,-0.072195078,0,0,0,0,0,0
3.627660075,-3.201241663,0,0,0,0,0,0
5.327830466,-2.33948726,0,0,0,0,0,0
-3.414037083,1.92415405,0,0,0,0,1,1
-0.040846339,1.747924904,0,0,1,0,0,1
4.592508156,3.489099771,0,1,0,0,0,1
2.001869867,3.946458318,0,0,0,0,0,0
5.716718266,-2.217243317,0,0,0,0,0,0
-1.877200945,1.586758185,0,0,0,0,1,1
-1.644801857,1.328624587,0,0,0,0,1,1
-0.105625725,-3.034910596,0,0,0,0,0,0
0.78049713,5.643553902,0,0,0,0,0,0
-0.401499022,-0.477094178,1,0,0,0,0,1
0.145771574,0.885718935,1,0,1,0,0,1
0.347505533,-0.975553346,0,0,0,0,0,0
-3.042810676,-4.378908836,0,0,0,0,0,0
-3.109727562,0.704182254,0,0,0,0,0,0
-1.011652961,5.191487898,0,0,0,0,0,0
-0.596901722,4.993990602,0,0,0,0,0,0
-2.638274269,-2.388056409,0,0,0,1,0,1
5.455901298,5.257781503,0,0,0,0,0,0
0.659027439,3.284511745,0,0,1,0,0,1
5.716623644,0.829412705,0,0,0,0,0,0
3.175345648,1.511301733,0,0,0,0,0,0
3.26943185,3.725434673,0,1,0,0,0,1
-4.949548046,3.363342924,0,0,0,0,0,0
-3.141939316,-0.780072886,0,0,0,1,0,1
-2.552605475,-2.041200989,0,0,0,1,0,1
0.648563289,-3.486325026,0,0,0,0,0,0
2.689168395,2.854146092,0,0,0,0,0,0
4.618096461,4.931780921,0,0,0,0,0,0
4.419501147,-2.636176012,0,0,0,0,0,0
4.275344837,4.729450789,0,0,0,0,0,0
-3.276984139,2.055494557,0,0,0,0,1,1
0.785915712,2.026590367,0,0,1,0,0,1
0.925813713,0.018570293,1,0,0,0,0,1
4.228561054,-3.870695848,0,0,0,0,0,0
-4.294089476,-0.250209031,0,0,0,0,0,0
2.578229945,-3.008717078,0,0,0,0,0,0
5.197418404,-3.774074638,0,0,0,0,0,0
5.848562057,-1.168067439,0,0,0,0,0,0
1.533334499,-1.22784143,0,0,0,0,0,0
3.304086959,-1.521534127,0,0,0,0,0,0
-4.962130728,-2.479967072,0,0,0,0,0,0
2.768032634,2.305811311,0,0,0,0,0,0
1.714325605,0.86122479,0,0,1,0,0,1
-4.622122668,-1.047205551,0,0,0,0,0,0
5.122404826,2.864816298,0,1,0,0,0,1
5.956217254,5.296698169,0,0,0,0,0,0
4.974907869,-1.004500598,0,0,0,0,0,0
3.307985523,4.658466924,0,0,0,0,0,0
2.534468844,-2.565135151,0,0,0,0,0,0
2.641934682,4.477698431,0,0,0,0,0,0
-4.930364187,-0.279643345,0,0,0,0,0,0
-4.524100494,1.802561556,0,0,0,0,0,0
5.436088107,-4.984094178,0,0,0,0,0,0
-2.154669177,-4.567659358,0,0,0,0,0,0
-1.815074364,-0.492030362,0,0,0,1,0,1
-2.047434124,5.343174747,0,0,0,0,0,0
3.776322698,5.130349266,0,0,0,0,0,0
5.089008311,4.714328705,0,0,0,0,0,0
3.931270899,-1.419281878,0,0,0,0,0,0
-1.470347955,3.411623043,0,0,0,0,1,1
0.563674103,5.476398729,0,0,0,0,0,0
1.092194695,-0.249386293,0,0,0,0,0,0
1.721699778,5.200517238,0,0,0,0,0,0
-2.286360146,0.529368195,0,0,0,0,0,0
3.068292869,-1.950809166,0,0,0,0,0,0
4.770189642,-1.591689608,0,0,0,0,0,0
4.619670344,1.658796576,0,0,0,0,0,0
3.597254161,5.027769879,0,0,0,0,0,0
0.020117725,-4.985097927,0,0,0,0,0,0
5.669686406,-4.407034822,0,0,0,0,0,0
4.939882703,0.786216496,0,0,0,0,0,0
-4.651913818,1.872889179,0,0,0,0,0,0
0.392348873,-4.837531035,0,0,0,0,0,0
-3.07351696,4.118121273,0,0,0,0,1,1
4.688627372,4.815523911,0,0,0,0,0,0
-1.118830828,-4.059262066,0,0,0,0,0,0
2.08227254,4.194023846,0,0,0,0,0,0
0.010146591,0.309554382,1,0,0,0,0,1
3.40650075,3.116339585,0,1,0,0,0,1
0.442471435,4.383120036,0,0,0,0,0,0
5.929857126,-0.45638889,0,0,0,0,0,0
1.228432989,-2.701361005,0,0,0,0,0,0
5.333089912,-3.801407528,0,0,0,0,0,0
0.032979301,-2.735346189,0,0,0,0,0,0
-0.130307123,0.936772929,1,0,0,0,0,1
2.450140951,1.548306315,0,0,0,0,0,0
0.810011238,-3.164791725,0,0,0,0,0,0
-1.120391255,1.795472788,0,0,0,0,1,1
4.660993962,0.140250375,0,0,0,0,0,0
-1.147728874,-0.876443103,0,0,0,1,0,1
-1.992418438,-4.07621418,0,0,0,0,0,0
-4.566035676,-2.356942624,0,0,0,0,0,0
-2.860820841,1.157937716,0,0,0,0,0,0
5.100126277,4.72257318,0,0,0,0,0,0
5.103597032,-0.17608833,0,0,0,0,0,0
0.453098907,4.167546728,0,0,0,0,0,0
0.111448995,0.304055933,1,0,0,0,0,1
-2.849734518,0.875921529,0,0,0,0,0,0
-2.155394104,-2.680408127,0,0,0,1,0,1
4.137469686,1.210236986,0,0,0,0,0,0
-3.847460886,-1.626650297,0,0,0,0,0,0
5.136405334,-1.998411863,0,0,0,0,0,0
1.554082338,-1.294290168,0,0,0,0,0,0
4.770819329,-4.887062711,0,0,0,0,0,0
0.039470072,3.114986829,0,0,1,0,0,1
0.80504303,-2.001101077,0,0,0,0,0,0
1.136068543,-0.135561916,0,0,0,0,0,0
-0.023534192,-1.700425878,0,0,0,0,0,0
-3.686754185,-1.765845505,0,0,0,1,0,1
3.127661643,1.402703637,0,0,0,0,0,0
-0.677607974,5.320591218,0,0,0,0,0,0
-2.647235307,2.904700147,0,0,0,0,1,1
-0.900997569,5.234682089,0,0,0,0,0,0
-4.633186067,-4.895352443,0,0,0,0,0,0
5.660871378,-0.793122441,0,0,0,0,0,0
-4.243041887,4.520219788,0,0,0,0,0,0
-2.682338004,-2.666092778,0,0,0,1,0,1
5.952200585,1.624932411,0,0,0,0,0,0
-2.280546956,3.309711995,0,0,0,0,1,1
4.153332431,3.083783062,0,1,0,0,0,1
-2.624626281,0.256495463,0,0,0,0,0,0
-4.185068475,-0.678494893,0,0,0,0,0,0
-1.595359557,1.514358649,0,0,0,0,1,1
-4.471362193,-1.649323494,0,0,0,0,0,0
-0.83408483,-2.238488458,0,0,0,1,0,1
-4.659999682,4.005842052,0,0,0,0,0,0
-3.651147399,1.142361192,0,0,0,0,0,0
5.375781072,-1.804406828,0,0,0,0,0,0
1.191593955,3.143570272,0,0,1,0,0,1
-0.622214914,0.635228686,1,0,0,0,0,1
-3.235438444,-3.139118101,0,0,0,1,0,1
2.559863704,-3.82482258,0,0,0,0,0,0
-4.823648352,2.405655581,0,0,0,0,0,0
1.207627555,0.021494086,0,0,0,0,0,0
1.670070419,-4.188931384,0,0,0,0,0,0
-1.501097276,-0.458842482,0,0,0,1,0,1
1.70837421,-4.604963721,0,0,0,0,0,0
0.349330649,3.500154611,0,0,0,0,0,0
-3.428406015,1.303777321,0,0,0,0,0,0
0.939994973,3.337396716,0,0,1,0,0,1
2.648967106,4.037590793,0,0,0,0,0,0
2.861211407,3.125112813,0,1,0,0,0,1
2.457562726,-2.247682751,0,0,0,0,0,0
5.878734256,5.766473147,0,0,0,0,0,0
5.288911557,2.706292104,0,0,0,0,0,0
0.972016684,5.592570678,0,0,0,0,0,0
3.022607544,-1.188409109,0,0,0,0,0,0
5.735174432,3.49013336,0,0,0,0,0,0
0.272317733,-2.006319006,0,0,0,0,0,0
-2.696693493,5.548199912,0,0,0,0,0,0
-1.081559211,-3.786347472,0,0,0,0,0,0
1.551190769,-0.321602587,0,0,0,0,0,0
-3.034821555,-1.200250029,0,0,0,1,0,1
0.387922687,4.525331478,0,0,0,0,0,0
1.089756588,0.8517713,0,0,1,0,0,1
-1.594598856,1.129229509,0,0,0,0,1,1
3.098293797,0.997654799,0,0,0,0,0,0
-0.145134706,-4.876876564,0,0,0,0,0,0
1.554063639,-1.334603173,0,0,0,0,0,0
-3.205616621,4.571563878,0,0,0,0,1,1
-3.695427205,-1.176235223,0,0,0,0,0,0
4.192825483,-3.544431664,0,0,0,0,0,0
-2.246745311,-0.494749486,0,0,0,1,0,1
2.285953254,-0.086412643,0,0,0,0,0,0
4.427626254,0.022387603,0,0,0,0,0,0
-3.561103411,-2.494188693,0,0,0,1,0,1
1.062452446,-3.234460206,0,0,0,0,0,0
0.793568019,5.732493789,0,0,0,0,0,0
-0.948030312,-1.980205443,0,0,0,1,0,1
-3.660726959,1.814460733,0,0,0,0,0,0
-0.606532025,-0.088667296,1,0,0,0,0,1
4.844319275,-3.936277647,0,0,0,0,0,0
-3.569114348,-2.043786283,0,0,0,1,0,1
4.715661913,-4.388735751,0,0,0,0,0,0
4.220743689,3.127574643,0,1,0,0,0,1
0.059366579,5.296082576,0,0,0,0,0,0
2.328201266,-1.061001731,0,0,0,0,0,0
3.276028552,2.076938897,0,1,0,0,0,1
0.614216871,-0.101281343,1,0,0,0,0,1
5.753503701,2.113208969,0,0,0,0,0,0
0.62343754,-3.821838248,0,0,0,0,0,0
-3.982679878,2.924886376,0,0,0,0,1,1
2.637247531,-1.105024847,0,0,0,0,0,0
-4.058935577,0.625462015,0,0,0,0,0,0
4.011326703,-2.219355803,0,0,0,0,0,0
5.105064419,-2.317090447,0,0,0,0,0,0
-0.891945645,5.420737528,0,0,0,0,0,0
-4.362595247,-4.999541819,0,0,0,0,0,0
-3.614032545,-0.540656666,0,0,0,0,0,0
-2.510239558,4.379422239,0,0,0,0,1,1
3.305079847,4.268827234,0,0,0,0,0,0
-2.800894865,1.39968933,0,0,0,0,1,1
-3.730041913,3.953203962,0,0,0,0,1,1
3.701836357,-4.90879565,0,0,0,0,0,0
0.626353154,4.087636492,0,0,0,0,0,0
1.97996241,3.11438439,0,0,1,0,0,1
-0.335560747,4.636386608,0,0,0,0,0,0
4.339635129,0.43268646,0,0,0,0,0,0
-1.474123077,4.262557342,0,0,0,0,1,1
-0.512608158,3.24248247,0,0,0,0,1,1
5.345482329,2.457355777,0,0,0,0,0,0
3.946222295,1.222436332,0,0,0,0,0,0
4.046183285,3.6827263,0,1,0,0,0,1
-0.42891668,-4.928039747,0,0,0,0,0,0
5.837328863,-3.167972396,0,0,0,0,0,0
-0.775720292,1.251689655,0,0,0,0,0,0
-0.193617105,3.941322331,0,0,0,0,0,0
-2.41498371,0.325499393,0,0,0,0,0,0
-2.647184016,5.167075312,0,0,0,0,0,0
-1.337470959,-4.76826603,0,0,0,0,0,0
3.170866853,1.178396983,0,0,0,0,0,0
-0.268315871,-2.314690691,0,0,0,0,0,0
-2.365709941,3.81756477,0,0,0,0,1,1
-1.892327807,-2.095686589,0,0,0,1,0,1
0.034902916,0.497790097,1,0,0,0,0,1
5.874055543,2.301000457,0,0,0,0,0,0
-4.54185983,-0.508173453,0,0,0,0,0,0
1.291379879,0.579798562,0,0,1,0,0,1
-0.144814758,-1.98560468,0,0,0,0,0,0
4.93075086,5.518406353,0,0,0,0,0,0
-3.135658013,1.12069964,0,0,0,0,0,0
0.729623064,-1.794530569,0,0,0,0,0,0
-2.232572848,-2.068290693,0,0,0,1,0,1
-3.764679378,5.886282701,0,0,0,0,0,0
1.091261937,5.846855523,0,0,0,0,0,0
2.502454759,-1.92043778,0,0,0,0,0,0
1.764206582,0.591852651,0,0,0,0,0,0
-0.96801397,-4.720444379,0,0,0,0,0,0
3.16430268,-3.241573985,0,0,0,0,0,0
0.882495197,1.853822727,0,0,1,0,0,1
-1.112481176,2.395080291,0,0,0,0,1,1
-3.078755521,3.084303074,0,0,0,0,1,1
3.232501794,0.988474875,0,0,0,0,0,0
-1.065409043,5.824787188,0,0,0,0,0,0
1.955566421,-3.754994749,0,0,0,0,0,0
-0.970736041,0.196542421,1,0,0,0,0,1
