X,X2,X3,X4,y
84.8616197,7201.494498,0.038637264,-0.038608457,3807.836586
8.968852647,80.4403178,-0.490384069,0.440293299,102.1834061
46.07627041,2123.022695,-1.73373941,0.866236248,1243.629484
46.07503002,2122.908392,-1.738718932,0.866855322,1331.726529
45.18132133,2041.351797,2.564738442,0.931685048,1233.320074
95.80496325,9178.590983,73.45634381,0.999907349,5524.605334
69.57635533,4840.869221,0.497090062,0.445127778,2891.751374
10.19730467,103.9850225,0.974582845,-0.697946967,27.71588701
34.90586341,1218.4193,0.363153217,-0.34134194,718.4520915
12.10675099,146.5734196,-0.49497511,-0.443607237,273.0641184
14.33911644,205.6102602,-4.884232844,0.979677411,227.6686388
30.6350413,938.5057556,-0.99101463,-0.703908468,596.4654268
86.16569862,7424.527618,4.307756253,-0.97409794,4719.085836
2.893176655,8.370471159,-0.253655324,0.24586889,8.373634154
53.41265049,2852.911232,0.005575434,-0.005575347,2162.241011
19.47451,379.2565399,0.721414625,0.585060036,301.3630686
98.49987649,9702.225669,2.016890997,-0.895922785,5747.624742
49.00958564,2401.939485,-3.069949212,-0.950827508,1788.828975
75.47938059,5697.136895,0.081335555,0.081067846,3576.683222
86.73598865,7523.131727,-2.807383295,-0.942021842,4098.734028
68.20599118,4652.057232,-1.283843039,-0.788918606,3064.796202
14.62164686,213.7925568,-1.899990842,0.884917297,146.2581466
31.85368969,1014.657547,0.468050795,0.423914615,689.1312343
22.11577216,489.1073783,0.125272798,-0.124301248,354.7061204
53.58343866,2871.184898,0.178215128,-0.175450694,2250.449348
38.02021194,1445.536516,0.332610755,0.315610618,681.6008709
23.00525286,529.241659,1.606810676,-0.849007612,219.5316167
81.33418136,6615.249057,-0.361889893,-0.34029221,3658.491768
48.48100933,2350.408266,4.608521971,-0.977257841,1636.011788
19.51188104,380.7135016,0.779837277,0.614952016,187.125937
45.11123196,2035.023249,2.113911893,0.903957204,1197.415527
24.07819747,579.7595932,-1.76181491,-0.869675109,520.7204396
22.83791954,521.5705687,1.130946605,-0.749145381,517.0771952
63.12363539,3984.593345,0.300354854,0.287659665,2062.382656
40.7084432,1657.177348,-0.133037952,0.131876027,1015.079921
82.88243987,6869.498838,2.58002358,0.932412135,3665.282419
31.48348681,991.2099417,0.067663253,0.067508891,754.7565993
31.82383575,1012.756522,0.432147713,0.396690954,743.5473048
27.13615771,736.3710551,-2.165457858,0.907870366,378.5552917
65.32414447,4267.243851,-0.759102429,0.604629999,2766.324721
59.95638262,3594.767817,0.272587774,-0.262992133,2559.964042
42.36897091,1795.129696,23.49868544,-0.99909574,1257.500251
82.46068885,6799.765206,0.987837651,0.702767278,3512.210317
29.11876198,847.9022991,1.12562122,-0.747591399,602.1078072
22.57207148,509.4984107,0.656488299,-0.548795675,222.2950481
0.377225365,0.142298976,0.396199001,0.36834234,8.44085715
89.22706672,7961.469435,3.139910457,0.952843538,5083.935916
9.467922176,89.64155033,0.043171005,-0.043130831,54.62118914
63.09448064,3980.913487,0.268837028,0.259618915,2692.894823
33.40243285,1115.72252,-2.265329956,0.91482983,818.5626809
66.70565277,4449.644112,0.898900027,-0.668512646,3003.068975
41.13180707,1691.825553,0.299613938,-0.287008584,1269.462785
30.2054569,912.3696268,-2.654097725,-0.935781688,808.5662388
30.86518297,952.65952,-0.614128746,-0.523320989,573.6387647
50.47056839,2547.278273,0.208010465,0.203651291,1619.816989
53.90774402,2906.044866,0.547171355,-0.480012458,1191.37945
23.4578485,550.2706563,9.571756094,-0.99458686,219.0206055
62.10310302,3856.795405,-0.892669036,-0.665937683,2456.493513
61.36186937,3765.279013,-9.885765118,-0.994922709,2412.160577
90.55184343,8199.636348,-0.61909746,0.526385251,4567.221144
89.62839664,8033.249485,-10.72097257,0.995678057,5356.993706
28.46161407,810.0634754,0.189500894,-0.186187331,562.4177938
23.84838943,568.7456784,-3.39506942,-0.959254512,463.7415672
93.72645384,8784.648149,-0.574323561,-0.498030229,5161.108559
45.3224417,2054.123721,4.258381898,0.973517597,1370.41799
56.75211996,3220.803119,0.206306613,0.202051517,1846.391413
32.881548,1081.196199,9.472891582,0.994474221,645.1346114
54.54411848,2975.06086,2.15902884,-0.907394852,1893.440822
89.1459017,7946.991789,2.436305132,0.925103242,4849.119752
13.28353352,176.4522627,0.872060818,0.657249076,73.07700454
65.47380881,4286.81964,-0.545831137,0.47910687,2396.498861
75.09873957,5639.820685,-0.308771094,-0.295027327,3985.923447
51.17472741,2618.852726,1.284366867,0.789040108,1611.670801
94.20133172,8873.890897,-0.046481323,-0.046431193,5476.131113
61.39097399,3768.851688,-7.65385282,-0.991572618,2380.264256
78.98143588,6238.067214,0.472760527,-0.42740419,3506.524317
77.23206585,5964.791996,-3.713529686,0.965602471,3736.751556
2.563122811,6.569598545,-0.652983666,0.546743376,7.782588887
45.76906134,2094.806976,-4.558104464,0.976769446,1408.868055
44.34226101,1966.236112,0.376361595,0.352240412,1183.736586
9.840227882,96.83008476,0.441126088,-0.403601619,20.46526604
16.17519877,261.6370553,0.504492947,-0.45041982,147.638565
57.82306161,3343.506454,3.274406532,0.956393444,1733.827008
74.81749026,5597.656849,-0.656217193,-0.548637269,3609.527999
48.00211323,2304.202874,1.20529728,-0.769605715,1722.220004
19.18534705,368.0775415,0.349008366,0.329516219,194.1514659
74.01047779,5477.550822,-5.401821965,-0.983293,3844.638897
94.03789127,8843.124994,-0.213025716,-0.208350693,5312.117782
58.94303453,3474.281319,-0.926428122,0.679606355,2015.023537
26.09529454,680.9643969,1.436148498,0.820653269,306.7708741
50.8501412,2585.73686,0.661847364,0.551914836,2522.417753
29.95823157,897.495639,-8.803893628,-0.993610856,568.6813921
89.34181385,7981.959702,5.1012216,0.981322449,5917.177891
38.20444802,1459.579849,0.553251555,0.484101628,955.3112396
55.83462887,3117.505781,-0.866575964,-0.654891393,2177.626592
85.64998625,7335.920144,1.086834054,-0.735892998,4559.437953
60.3333358,3640.111408,0.749335007,-0.59965936,2110.258993
99.87306249,9974.62861,-0.772749352,-0.61145844,6471.241124
43.33160582,1877.628063,-0.761295834,-0.60573662,1205.583987
22.88354644,523.6566977,1.240670222,-0.778578758,441.8783732
55.07526241,3033.28453,-10.23540784,-0.995261247,2332.429362
34.25853401,1173.647153,-0.308224669,0.294550558,991.2358307
22.86832289,522.9601916,1.202727331,-0.768935414,351.892305
25.75535729,663.3384289,0.717865779,0.583162323,464.6100971
40.5490353,1644.224264,-0.300231531,0.287551322,1270.821978
49.05725507,2406.614275,-2.636167289,-0.934988767,1390.912042
16.60899764,275.8588025,1.26283866,-0.783969465,213.3092523
16.24946504,264.045114,0.601472844,-0.515423493,384.9143138
74.23273246,5510.498569,-2.330672311,-0.918982139,3592.661838
99.07624046,9816.101424,-8.576626353,-0.99327122,6517.424209
60.93575056,3713.165696,2.964818813,-0.947552914,1770.271115
23.25419457,540.757565,3.146150146,-0.953017439,365.872469
43.63869866,1904.336021,-0.357790821,-0.336877417,1221.009554
68.33711595,4669.961416,-0.985159199,-0.701800928,2851.427474
0.310384978,0.096338835,0.320752038,0.305425242,14.38481352
67.38608831,4540.884897,6.2701552,-0.987519743,2952.161458
68.90451568,4747.832281,-0.213688953,-0.208971089,2875.246832
77.79735679,6052.428724,-0.917609849,0.67610217,3391.113305
22.23103411,494.2188774,0.244595381,-0.237591436,382.5739555
19.33349217,373.7839194,0.525624253,0.46526702,432.8780147
18.49535434,342.0781323,-0.369797257,-0.346841617,348.4646062
81.46319207,6636.251662,-0.221747927,-0.216489179,4085.917497
72.08379562,5196.073591,-0.174577213,0.171976205,2731.384002
20.81857201,433.4129405,-2.377011463,0.921752792,208.3386845
46.88697544,2198.388466,-0.241448733,0.2347043,1419.544225
39.92962706,1594.375117,-1.289233662,0.790164551,1072.389585
53.29520316,2840.37868,-0.112341,0.111638741,1965.124801
85.15260145,7250.965533,0.342077776,-0.323664396,4397.78888
60.36873961,3644.384722,0.80614915,-0.62760976,2476.030592
34.27079355,1174.48729,-0.294850317,0.282813066,694.8132891
51.5247563,2654.800512,3.105522263,0.95186802,1519.729551
10.50205376,110.2931332,1.859016643,-0.880670544,40.93341935
63.46642716,4027.987377,0.736143934,0.592834572,1882.967336
83.48251287,6969.329954,-4.264978107,0.973596235,4487.390265
15.34230252,235.3862465,-0.382879482,0.35756644,109.7568858
93.72898458,8785.12255,-0.570962942,-0.495834082,4777.5484
32.36751081,1047.655756,1.403075274,0.81433603,451.3238579
70.57297944,4980.545427,8.823256185,0.9936386,2744.134924
62.32185617,3884.013757,-0.559354643,-0.488174539,2628.34318
18.84800449,355.2472732,-0.001551435,-0.001551433,196.4277392
37.01428395,1370.057216,-0.816677749,-0.63253972,641.3416824
68.65088868,4712.944517,-0.500627765,-0.447662618,2627.177869
25.85545026,668.5043081,0.881872272,0.661418914,420.6090584
11.67266753,136.2511674,-1.24398988,-0.779397177,119.4599289
9.194364858,84.53634515,-0.234579155,0.228379728,225.1950924
77.08752596,5942.486659,-8.398855906,0.992986384,3693.434706
1.098495686,1.206692772,1.95746981,0.890524001,2.064562515
83.4573203,6965.124311,-4.806750208,0.979037573,4446.759762
90.88626994,8260.314064,-0.223532285,0.218148634,5204.588564
44.19628443,1953.311557,0.21731443,0.212357912,1280.786146
83.96911639,7050.812507,-1.147292166,0.753838934,4086.64306
16.3813854,268.3497878,0.797839436,-0.62366469,122.0867595
94.64517783,8957.709687,0.419729728,0.387020633,5085.857864
97.30058187,9467.403232,-0.089024462,0.08867377,5733.11283
85.46027566,7303.458715,0.740315264,-0.59500672,4829.735793
93.59045029,8759.172385,-0.771834421,-0.611004852,5129.668408
13.21281105,174.5783757,0.754602852,0.602348863,93.91414557
52.27251967,2732.416313,-2.14501889,0.90634642,2269.586533
27.35519137,748.3064952,-1.31092995,0.795081841,735.1292925
61.86457464,3827.225595,-1.45071829,-0.823344161,2461.625431
8.197506141,67.19910694,-2.795581182,0.941573435,8.244658594
73.40666541,5388.538527,2.234702999,-0.912777983,2837.432853
48.85125112,2386.444736,-6.334850382,-0.987768719,1580.117529
91.16865239,8311.723178,0.062546804,-0.062424817,5165.165789
23.2214313,539.2348717,2.822348544,-0.942583262,532.3556251
44.74910503,2002.482401,0.963493885,0.693840038,1557.535376
37.30275267,1391.495357,-0.418508153,-0.386062342,866.0002603
17.29693616,299.1840005,-55.00984061,-0.999834811,317.8372355
33.56751462,1126.778038,-1.523691922,0.836028486,697.624434
28.50633357,812.6110535,0.236253667,-0.229924093,469.2131637
56.86769001,3233.934167,0.330304628,0.313638293,1865.341094
88.80159947,7885.724068,1.108932408,0.742640845,4638.124871
10.5321904,110.9270347,2.001319314,-0.894545101,178.9497698
73.42737605,5391.579554,2.364884126,-0.921041013,3839.4382
82.30345205,6773.85822,0.716997855,0.582696749,4007.89483
65.68138225,4314.043975,-0.300661397,0.287928923,2342.283743
24.87709221,618.8697167,-0.261368013,-0.25287339,269.1812206
38.05013205,1447.812549,0.36618507,0.343855982,566.3007308
40.63376449,1651.102816,-0.209945516,0.205466164,1071.798889
28.80101182,829.4982818,0.581463142,-0.502664257,567.021999
43.84986948,1922.811053,-0.133207272,-0.132040944,1072.188602
86.63241767,7505.175791,-4.110925407,-0.971665151,3842.362221
3.723746755,13.86628989,0.658251545,-0.549824489,4.256377428
62.62006264,3921.272246,-0.215014927,-0.210210658,2621.075117
53.75836973,2889.962316,0.366496315,-0.344113653,1739.794697
75.38378153,5682.714517,-0.014443163,-0.014441657,2974.58481
52.47555133,2753.683488,-1.345146004,0.802529976,1612.095132
15.64802166,244.860582,-0.060013499,0.059905717,165.753603
18.3099149,335.2529837,-0.598941761,-0.513828058,63.56454578
57.94768319,3357.933987,5.763995488,0.985281906,2390.503578
57.88390898,3350.546918,4.166480577,0.972384937,2023.824243
90.85870474,8255.304227,-0.252661695,0.244963665,5489.212074
2.32713774,5.415570059,-1.059869979,0.727351633,31.58948853
19.1756337,367.7049279,0.338148339,0.320329961,188.591775
45.75849908,2093.840238,-4.799754468,0.978978337,1493.336317
2.806544618,7.876692691,-0.348174973,0.328814535,2.820388197
18.12589494,328.5480675,-0.883565973,-0.662132592,169.73971
82.13804375,6746.658231,0.491264418,0.440930162,3915.062798
96.61536634,9334.529014,-0.977471186,0.699005536,5397.064993
96.482811,9308.932818,-1.277280575,0.787388566,4822.961228
62.06333372,3851.857393,-0.966799599,-0.6950715,2826.116951
61.22618992,3748.646332,28.66893326,-0.999392214,1972.29657
18.87533555,356.278292,0.025785339,0.025776771,445.8897786
24.71101035,610.6340323,-0.448650223,-0.409340292,207.1166114
90.04679062,8108.424501,-1.781901709,0.872060208,4547.340597
62.08701838,3854.797851,-0.921994451,-0.677850288,2286.318742
74.04330584,5482.411139,-4.560051664,-0.976788596,3477.48046
76.00133994,5776.203672,0.688721389,0.567211681,3529.92567
68.10220713,4637.910616,-1.602260176,-0.848334278,2707.495158
74.65978899,5574.084091,-0.910223286,-0.673131161,4185.603977
19.18700899,368.1413139,0.350873821,0.33108488,387.6954033
15.18872551,230.6973827,-0.571550143,0.496218504,112.7596863
41.1715502,1695.096546,0.343470062,-0.324842981,847.5211769
50.96172154,2597.097063,0.83587956,0.641336633,1876.136692
10.145885,102.9389824,0.879028426,-0.660216544,112.5795304
54.10463494,2927.311521,0.83812557,-0.642349422,1633.872258
61.63185901,3798.486045,-2.572106384,-0.932036934,1983.651405
3.4590987,11.96536382,0.328623848,-0.312198236,14.26081174
60.29187642,3635.110362,0.686511793,-0.565975477,2215.776937
11.40971637,130.1816276,-2.274978194,-0.915461888,77.41272636
22.83091826,521.2508288,1.115115519,-0.744489377,255.9847321
0.486325317,0.236512314,0.528677218,0.467380424,13.12940676
84.93548451,7214.03653,0.112959674,-0.112245822,5019.736689
35.70692632,1274.984587,2.23094858,-0.912521599,855.2587416
60.39051684,3647.014524,0.842726813,-0.644413787,2273.886535
51.7824369,2681.420772,18.55495159,0.998550876,1473.96824
15.89680999,252.708568,0.191124171,-0.187726249,299.3102476
26.63424831,709.3831833,14.40915134,0.997600461,393.6135784
30.85228791,951.863669,-0.632029998,-0.534265523,460.3063415
29.77613395,886.6181529,14.47053307,-0.997620702,602.3271137
14.05824092,197.6341378,12.64377311,0.996886958,79.05365923
64.88759336,4210.399772,-1.897853504,0.884701075,2117.95752
81.50771112,6643.506973,-0.17546609,-0.172825749,3702.837966
46.25647006,2139.661023,-1.179138258,0.762662575,1449.854715
26.99577327,728.7717747,-3.323924128,0.957602173,265.5441186
35.51465976,1261.291058,1.419699567,-0.81754828,804.3431422
27.08331943,733.5061912,-2.505262197,0.928745522,286.2640924
80.9981085,6560.693581,-0.814134793,-0.631355966,3882.32941
13.92810132,193.9920065,4.71329481,0.978225269,176.6799405
11.90016717,141.6139786,-0.786093156,-0.618005699,173.941789
97.45972321,9498.397647,0.070467236,-0.070292928,6062.397326
26.27044745,690.1364094,2.162786933,0.907673239,521.8459484
56.65607348,3209.910662,0.107820636,0.107199325,2187.6833
50.90583854,2591.404398,0.745097445,0.597481016,1828.952987
29.85784914,891.4911553,-78.61872045,-0.999919115,654.5518101
54.0683771,2923.389402,0.778193247,-0.614144891,2159.599281
29.8723523,892.3574317,-36.72580191,-0.999629502,426.3238553
24.12034952,581.791261,-1.600693332,-0.848101476,362.9617441
51.47630506,2649.809983,2.65693976,0.935906079,1822.698762
92.5005005,8556.342592,5.607325002,-0.984467292,5098.075437
27.44422226,753.1853354,-1.093678025,0.738006698,577.0926689
47.65582683,2271.077831,0.588521984,-0.507203676,1507.905605
26.26723809,689.967797,2.144690853,0.906321669,510.5337358
41.33990541,1708.987779,0.545265374,-0.478724123,789.8263842
22.5351812,507.8343915,0.604924541,-0.517590615,347.8859418
62.04515298,3849.601008,-1.00260726,-0.708026787,2947.149705
2.862187489,8.19211722,-0.286910415,0.27578393,2.93226599
34.40527138,1183.722698,-0.15343516,0.151660325,723.4174381
10.63986813,113.2067937,2.691728118,-0.9374008,59.2488953
60.05296189,3606.358232,0.379490216,-0.354801247,2348.370182
22.57604124,509.6776382,0.662183817,-0.552109895,354.1991944
24.80031657,615.0557021,-0.34523625,-0.326335902,710.6253224
58.50037938,3422.294387,-2.497038449,0.928324749,2171.942236
89.95291587,8091.527073,-2.254244894,0.914095252,5754.238811
82.19958853,6756.772354,0.570147083,0.495299482,4329.967188
48.19062383,2322.336225,1.812944287,-0.875627756,1030.56659
37.63707787,1416.549631,-0.062113668,-0.061994193,679.1112462
88.80534612,7886.3895,1.117321337,0.745144724,4708.446885
48.03634125,2307.490081,1.292897944,-0.79100593,1714.094364
14.34731587,205.8454728,-4.688273228,0.977999857,193.6301235
61.28275207,3755.575701,-46.08564485,-0.999764666,2714.889794
43.08882265,1856.646637,-1.243407749,-0.779253948,1457.206781
55.47933831,3077.95698,-1.824122897,-0.876878361,1201.340666
59.46697725,3536.321383,-0.227069316,0.22143248,2018.748407
60.19478501,3623.412142,0.552192028,-0.483391321,2030.965745
70.40328326,4956.622293,3.444489494,0.960347203,3132.437428
29.84898855,890.9621175,-259.1774472,-0.999992557,657.133963
87.04444614,7576.735604,-1.313667466,-0.79569137,4640.211527
95.09189637,9042.468756,1.124915673,0.747384589,4900.111483
62.14888142,3862.483461,-0.81358815,-0.631100923,2633.429544
18.8085998,353.7634266,-0.040979034,-0.040944669,267.1975414
78.02853441,6088.452182,-0.561042944,0.489295641,3860.296221
42.83202844,1834.58266,-2.236108284,-0.912873672,1094.99213
42.31633962,1790.672599,10.47674446,-0.995475588,1364.962386
2.770310653,7.674621114,-0.389338758,0.362810379,41.70200019
27.09525875,734.1530466,-2.420906819,0.924253313,592.9029749
3.172723332,10.06617334,0.031140739,-0.031125651,4.554984722
82.66857434,6834.093184,1.514301663,0.834467279,4109.620072
89.17398809,7952.000152,2.645468057,0.935401827,3944.664961
86.64251324,7506.925101,-3.937412906,-0.96922947,4904.450947
49.85452971,2485.474132,-0.435764405,-0.399482936,1339.425791
52.84374615,2792.461507,-0.63159671,0.534003727,2055.41892
93.44738828,8732.414376,-1.030445079,-0.717628677,5853.515681
7.208698846,51.96533905,1.328395947,0.798929723,37.56216345
70.34842719,4948.901208,2.850443,0.943616057,3255.465569
31.4467257,988.8965572,0.030808905,0.030794294,464.0038484
51.94403639,2698.182916,-9.24414036,0.994199765,1784.081615
69.78981517,4870.618302,0.800058795,0.624723041,3459.66324
34.61584582,1198.256782,0.058392865,-0.058293567,731.9615154
20.65928809,426.8061845,-4.105273808,0.971590377,335.7422842
96.53075175,9318.186032,-1.15832034,0.756941815,5472.092202
21.52902555,463.498941,-0.498095725,0.44584945,291.3297101
90.1911348,8134.440797,-1.299869417,0.792594389,4674.80483
51.53887439,2656.255573,3.26270077,0.956100324,1890.392548
99.66628204,9933.367775,-1.172617182,-0.760889528,6037.080719
75.47005812,5695.729672,0.071958245,0.071772666,3543.908862
30.74723025,945.3921683,-0.790134343,-0.619963576,308.7267504
50.16666303,2516.69408,-0.099142353,-0.098658671,1636.694605
21.55261219,464.5150922,-0.468993756,0.424614802,364.0035521
98.79278383,9760.014137,5.918360198,-0.986023849,5894.311282
84.60850103,7158.598446,-0.217852075,0.212859519,4273.200133
16.67208699,277.9584846,1.440968809,-0.821549634,385.8456404
28.10456611,789.8666364,-0.171417759,0.168953462,499.5569115
0.976936427,0.954404783,1.481129368,0.828786997,4.142494938
27.94363575,780.8467792,-0.343305089,0.324703408,374.2742369
36.14304861,1306.319963,-67.8694978,-0.99989147,806.4100628
59.54812222,3545.978859,-0.143103221,0.141660077,2058.054006
50.89725456,2590.530522,0.731832408,0.590575738,1271.252848
12.54358242,157.3414599,-0.022792142,-0.022786224,76.15303701
45.95485618,2111.848807,-2.353646918,0.920373135,1656.377395
51.54848045,2657.245837,3.378188607,0.958871125,1718.246596
31.40512021,986.2815754,-0.010806746,-0.010806115,653.9341783
36.94585811,1364.996432,-0.937692513,-0.684015867,927.8744285
84.73840056,7180.596529,-0.08480351,0.084500207,3899.718348
48.38833906,2341.431357,3.161511081,-0.95344157,1566.541314
48.05357485,2309.146055,1.339992965,-0.801431608,1792.854552
44.35705009,1967.547892,0.39334126,0.366042624,1357.517494
62.11197895,3857.897929,-0.87684522,-0.659290033,2406.721374
38.32594763,1468.878262,0.724279533,0.586585042,1125.828579
78.83585162,6215.0915,0.304997446,-0.29173025,3712.681452
9.048656871,81.87819116,-0.394921942,0.367315482,188.1493833
28.92593734,836.7098512,0.762737607,-0.606462116,587.947497
87.37016577,7633.545867,-0.675988623,-0.560035401,5182.677703
0.488239868,0.238378169,0.53112937,0.469072138,5.608224581
31.80460484,1011.532889,0.409510735,0.378965634,504.1263634
74.07727152,5487.442156,-3.918864927,-0.968950965,3322.151607
24.59021677,604.678761,-0.602866362,-0.516299597,349.3265419
70.34331168,4948.181498,2.804434329,0.94191027,3580.801099
38.51100399,1483.097428,1.054443122,0.72559051,703.7188209
68.39251521,4677.536137,-0.88154192,-0.661279503,2582.77033
55.73177585,3106.030839,-1.065057941,-0.729021903,2248.038553
83.89325415,7038.078092,-1.340167573,0.801468959,4696.944613
90.79201565,8243.190106,-0.324933003,0.309028442,5479.822256
29.22354127,854.0153643,1.396042634,-0.812954199,744.512773
89.41621722,7995.259903,8.351371874,0.99290725,4456.660132
73.34281693,5379.168796,1.899389346,-0.884856505,2693.873183
92.66477732,8586.760955,81.92309544,-0.999925508,5364.667839
32.53906457,1058.790723,2.082594916,0.901463197,482.00043
26.41171292,697.5785796,3.328883867,0.957720523,228.8230209
24.07583583,579.6458708,-1.771547564,-0.870838444,327.3099769
38.0427906,1447.253916,0.357881364,0.336952989,772.8602133
43.95388567,1931.944065,-0.028419131,-0.028407661,1033.084735
6.22595543,38.76252102,-0.05729244,-0.057198642,35.15737991
13.76577043,189.4964354,2.567587658,0.931821435,106.932628
88.81933622,7888.874486,1.149278378,0.754401532,3957.961946
21.14647536,447.17342,-1.126177076,0.747754178,346.6633214
50.61037066,2561.409619,0.359246313,0.338091467,1404.444532
17.15617621,294.3343823,8.116810501,-0.992496061,104.2987944
74.31562824,5522.812601,-1.882957667,-0.883178143,2638.832639
45.91885805,2108.541525,-2.61097607,0.933850574,1193.556788
57.67708662,3326.646321,2.1110934,0.903736449,2029.620861
69.52404572,4833.592933,0.433451533,0.397698741,2464.015736
0.310928599,0.096676594,0.321351693,0.305942841,0.413908381
70.42955211,4960.32181,3.816138726,0.967338971,3095.366965
85.17183851,7254.242076,0.363710937,-0.341804959,4526.302353
17.78378553,316.2630278,-1.808820606,-0.875161926,144.3552016
81.65609551,6667.717934,-0.025318894,-0.025310783,3649.13113
12.93148313,167.2232559,0.382251008,0.357054395,70.49343956
85.79779201,7361.261114,1.474297091,-0.827584228,4220.398011
21.96539481,482.478569,-0.025759464,0.025750922,256.4148839
66.89143179,4474.463647,1.307790877,-0.794379925,2690.514858
93.12861074,8672.938138,-2.061584233,-0.899738023,5376.054577
44.73742039,2001.436783,0.941211992,0.685378415,1441.299507
71.42173017,5101.063541,-1.104251281,0.741229967,2702.340366
59.99434448,3599.32137,0.313816795,-0.299419384,2090.493612
43.4520355,1888.079389,-0.586268544,-0.50575908,1265.023503
5.76538933,33.23971412,-0.569638953,-0.494966239,33.05452168
43.14074024,1861.123468,-1.119133134,-0.745681398,1110.469411
86.33276931,7453.347056,16.36539433,-0.998138329,4251.766596
0.898988751,0.808180774,1.257544436,0.782697907,2.92725591
10.87281462,118.2180977,8.105036575,-0.992474489,72.90469907
30.28185087,916.9904919,-2.142334425,-0.906143597,705.3537563
6.906815529,47.70410075,0.719403694,0.583985885,21.96344844
45.57653779,2077.220797,-42.64644561,0.999725195,810.0145773
75.3318271,5674.884174,-0.066494332,-0.066347815,3939.016479
24.5035411,600.4235262,-0.72789036,-0.588498255,528.0885274
61.29256627,3756.77868,-31.72592995,-0.999503616,2798.368171
71.91356234,5171.560448,-0.357193318,0.336378541,3102.94658
49.28055984,2428.573578,-1.506941075,-0.833229305,1191.893136
98.84761189,9770.850377,8.846860871,-0.99367218,5888.495434
35.41200895,1254.010378,1.148693335,-0.75423599,598.2310754
48.40861186,2343.393702,3.399713317,-0.95935906,1570.168609
70.81041719,5014.115182,-7.985240221,0.992249635,3414.492696
98.25707403,9654.452598,1.179812642,-0.762844962,5456.669259
10.06990221,101.4029306,0.752539255,-0.601297724,47.14861884
17.62125308,310.5085602,-2.804696165,-0.941920189,402.8278853
35.80486139,1281.988099,2.983050864,-0.948143204,875.9034408
80.13118308,6421.006501,-48.60666069,-0.999788437,4460.089579
43.0177052,1850.52296,-1.442410245,-0.8218165,1308.758034
18.72396278,350.5867822,-0.126257689,-0.125263226,214.5509401
10.48389189,109.9119892,1.78072322,-0.871921966,94.46869494
79.77999201,6364.847126,2.913595976,-0.945841043,3628.79889
14.4085863,207.6073592,-3.593414959,0.963391338,41.9252182
62.71878108,3933.645501,-0.113556351,-0.112831199,2538.466644
88.97572499,7916.679637,1.596210355,0.847432672,4085.029155
51.90887862,2694.53168,-13.74992713,0.997365789,1745.787691
45.97539988,2113.737394,-2.225477525,0.912146053,1635.309766
48.51723515,2353.922107,5.576084319,-0.984296846,1751.719535
75.09824881,5639.746975,-0.30930872,-0.295496204,3430.440568
62.18146765,3866.534919,-0.760812737,-0.605493188,2602.105587
15.82415207,250.4037886,0.116714481,-0.115927553,121.4868825
39.02122581,1522.656063,3.937955968,0.969237569,973.5172051
10.6711227,113.8728596,2.973206669,-0.947825695,101.9451931
27.05186769,731.8035453,-2.753779557,0.939943997,637.8515885
7.929967095,62.88437813,-13.13507408,0.997114494,80.79429361
90.33862636,8161.067413,-0.964946407,0.694381891,5193.753088
21.67746136,469.9123309,-0.324397892,0.308568015,101.3075527
